,Date,Open,High,Low,Close,Volume
0,2016-01-04,37.150001525878906,37.202999114990234,36.56290054321289,37.09199905395508,65456000
1,2016-01-05,37.3224983215332,37.599998474121094,36.93199920654297,37.12900161743164,39014000
2,2016-01-06,36.5,37.35900115966797,36.44599914550781,37.180999755859375,38940000
3,2016-01-07,36.515499114990234,36.92499923706055,35.952999114990234,36.31949996948242,59274000
4,2016-01-08,36.5724983215332,36.6614990234375,35.650001525878906,35.7234992980957,49018000
5,2016-01-11,35.830501556396484,35.9427490234375,35.176998138427734,35.80149841308594,41812000
6,2016-01-12,36.08399963378906,36.4375,35.865848541259766,36.30350112915039,40490000
7,2016-01-13,36.54249954223633,36.73699951171875,34.93050003051758,35.02799987792969,50034000
8,2016-01-14,35.26900100708008,36.096248626708984,34.45500183105469,35.736000061035156,44516000
9,2016-01-15,34.614498138427734,35.33700180053711,34.26850128173828,34.72249984741211,72162000
10,2016-01-19,35.165000915527344,35.499000549316406,34.670501708984375,35.089500427246094,45362000
11,2016-01-20,34.43050003051758,35.342498779296875,33.66299819946289,34.92250061035156,68900000
12,2016-01-21,35.10900115966797,35.95949935913086,34.722999572753906,35.329498291015625,48244000
13,2016-01-22,36.18000030517578,36.40650177001953,36.00605010986328,36.26250076293945,40236000
14,2016-01-25,36.17900085449219,36.48400115966797,35.5004997253418,35.583499908447266,34234000
15,2016-01-26,35.692501068115234,35.91400146484375,35.32400131225586,35.652000427246094,26634000
16,2016-01-27,35.68349838256836,35.91175079345703,34.71950149536133,34.9995002746582,43884000
17,2016-01-28,36.111000061035156,36.68450164794922,35.61750030517578,36.54800033569336,53528000
18,2016-01-29,36.576499938964844,37.2495002746582,36.34000015258789,37.147499084472656,69486000
19,2016-02-01,37.52299880981445,37.893001556396484,37.16350173950195,37.599998474121094,102784000
20,2016-02-02,39.224998474121094,39.493499755859375,38.23249816894531,38.23249816894531,126962000
21,2016-02-03,38.51100158691406,38.724998474121094,36.025001525878906,36.34749984741211,123420000
22,2016-02-04,36.140499114990234,36.349998474121094,35.09299850463867,35.4005012512207,103374000
23,2016-02-05,35.19350051879883,35.199501037597656,34.00749969482422,34.17850112915039,102114000
24,2016-02-08,33.39250183105469,34.201499938964844,33.15299987792969,34.137001037597656,84948000
25,2016-02-09,33.61600112915039,34.994998931884766,33.438499450683594,33.90549850463867,72178000
26,2016-02-10,34.34299850463867,35.06549835205078,34.10649871826172,34.20600128173828,52760000
27,2016-02-11,33.75,34.467498779296875,33.44340133666992,34.15549850463867,60480000
28,2016-02-12,34.51300048828125,34.6875,33.93000030517578,34.119998931884766,42828000
29,2016-02-16,34.64899826049805,34.900001525878906,34.252498626708984,34.54999923706055,50400000
30,2016-02-17,34.90449905395508,35.48749923706055,34.569000244140625,35.41999816894531,49852000
31,2016-02-18,35.5,35.61750030517578,34.80149841308594,34.86750030517578,37664000
32,2016-02-19,34.75149917602539,35.154048919677734,34.70249938964844,35.045501708984375,31786000
33,2016-02-22,35.372501373291016,35.6619987487793,35.1254997253418,35.323001861572266,38996000
34,2016-02-23,35.0724983215332,35.41999816894531,34.67900085449219,34.79249954223633,40186000
35,2016-02-24,34.44599914550781,35.0,34.03900146484375,34.97800064086914,39272000
36,2016-02-25,35.0004997253418,35.29899978637695,34.52925109863281,35.287498474121094,32844000
37,2016-02-26,35.42900085449219,35.67150115966797,35.042999267578125,35.253501892089844,44870000
38,2016-02-29,35.01599884033203,35.544498443603516,34.88399887084961,34.88850021362305,49622000
39,2016-03-01,35.180999755859375,35.94049835205078,34.98849868774414,35.94049835205078,43028000
40,2016-03-02,35.95000076293945,36.0,35.599998474121094,35.942501068115234,32580000
41,2016-03-03,35.933998107910156,35.97249984741211,35.30099868774414,35.62099838256836,39160000
42,2016-03-04,35.7495002746582,35.824501037597656,35.30099868774414,35.544498443603516,39442000
43,2016-03-07,35.345001220703125,35.40454864501953,34.345001220703125,34.757999420166016,59702000
44,2016-03-08,34.429500579833984,35.18949890136719,34.266998291015625,34.69850158691406,41526000
45,2016-03-09,34.923500061035156,35.284000396728516,34.70000076293945,35.262001037597656,28430000
46,2016-03-10,35.40599822998047,35.821998596191406,35.167999267578125,35.64099884033203,56670000
47,2016-03-11,36.0,36.34600067138672,35.85625076293945,36.340999603271484,39416000
48,2016-03-14,36.34049987792969,36.775001525878906,36.25749969482422,36.52450180053711,34366000
49,2016-03-15,36.34600067138672,36.614498138427734,36.23849868774414,36.416500091552734,34420000
50,2016-03-16,36.31850051879883,36.87350082397461,36.22549819946289,36.804500579833984,32488000
51,2016-03-17,36.8224983215332,37.153499603271484,36.79999923706055,36.888999938964844,37216000
52,2016-03-18,37.09299850463867,37.099998474121094,36.59149932861328,36.880001068115234,59614000
53,2016-03-21,36.82500076293945,37.125,36.67580032348633,37.10449981689453,36730000
54,2016-03-22,36.87300109863281,37.25,36.87300109863281,37.037498474121094,25394000
55,2016-03-23,37.11800003051758,37.2859992980957,36.807498931884766,36.90299987792969,28642000
56,2016-03-24,36.60049819946289,36.88734817504883,36.54999923706055,36.76499938964844,31898000
57,2016-03-28,36.839500427246094,36.949501037597656,36.625,36.67649841308594,26026000
58,2016-03-29,36.72949981689453,37.36249923706055,36.4379997253418,37.23849868774414,38076000
59,2016-03-30,37.505001068115234,37.89400100708008,37.4370002746582,37.5265007019043,35648000
60,2016-03-31,37.462501525878906,37.54249954223633,37.047000885009766,37.247501373291016,34376000
61,2016-04-01,36.93000030517578,37.516998291015625,36.849998474121094,37.49549865722656,31534000
62,2016-04-04,37.50299835205078,37.63999938964844,37.121498107910156,37.26449966430664,22684000
63,2016-04-05,36.900001525878906,37.13999938964844,36.76850128173828,36.88999938964844,22646000
64,2016-04-06,36.78850173950195,37.3120002746582,36.77799987792969,37.28450012207031,21074000
65,2016-04-07,37.26850128173828,37.349998474121094,36.81399917602539,37.013999938964844,29064000
66,2016-04-08,37.19850158691406,37.272499084472656,36.77750015258789,36.95750045776367,25816000
67,2016-04-11,37.1510009765625,37.25,36.8025016784668,36.80500030517578,24402000
68,2016-04-12,36.900001525878906,37.19150161743164,36.550498962402344,37.15449905395508,27060000
69,2016-04-13,37.45800018310547,37.71900177001953,37.213050842285156,37.58599853515625,34142000
70,2016-04-14,37.70050048828125,37.865501403808594,37.635250091552734,37.65999984741211,22706000
71,2016-04-15,37.69900131225586,38.04999923706055,37.634700775146484,37.95000076293945,36186000
72,2016-04-18,38.02299880981445,38.40250015258789,37.8650016784668,38.330501556396484,31176000
73,2016-04-19,38.47549819946289,38.494998931884766,37.46649932861328,37.69649887084961,40610000
74,2016-04-20,37.900001525878906,37.90660095214844,37.5004997253418,37.63349914550781,30584000
75,2016-04-21,37.76900100708008,38.022499084472656,37.477500915527344,37.957000732421875,61210000
76,2016-04-22,36.314998626708984,36.805999755859375,35.68050003051758,35.938499450683594,119038000
77,2016-04-25,35.80500030517578,36.19649887084961,35.77949905395508,36.157501220703125,39184000
78,2016-04-26,36.270999908447266,36.288299560546875,35.15129852294922,35.40700149536133,54892000
79,2016-04-27,35.364498138427734,35.44900131225586,34.61825180053711,35.29199981689453,61972000
80,2016-04-28,35.41299819946289,35.708499908447266,34.477500915527344,34.55099868774414,57346000
81,2016-04-29,34.53499984741211,34.88100051879883,34.45000076293945,34.6505012512207,49754000
82,2016-05-02,34.881500244140625,35.03200149536133,34.54999923706055,34.910499572753906,32906000
83,2016-05-03,34.84349822998047,34.891998291015625,34.599998474121094,34.61800003051758,30876000
84,2016-05-04,34.52450180053711,34.98749923706055,34.45050048828125,34.78499984741211,33870000
85,2016-05-05,34.8849983215332,35.11600112915039,34.7859992980957,35.07149887084961,33670000
86,2016-05-06,34.91899871826172,35.59299850463867,34.90534973144531,35.555999755859375,36586000
87,2016-05-09,35.599998474121094,35.93550109863281,35.5,35.64500045776367,30206000
88,2016-05-10,35.837501525878906,36.17499923706055,35.7859992980957,36.159000396728516,31392000
89,2016-05-11,36.170501708984375,36.2239990234375,35.63999938964844,35.76449966430664,33842000
90,2016-05-12,35.85300064086914,35.962501525878906,35.45000076293945,35.66550064086914,27214000
91,2016-05-13,35.596500396728516,35.833099365234375,35.4630012512207,35.541500091552734,26290000
92,2016-05-16,35.45650100708008,35.92399978637695,35.282501220703125,35.824501037597656,26342000
93,2016-05-17,35.79949951171875,36.07600021362305,35.205501556396484,35.311500549316406,40024000
94,2016-05-18,35.18349838256836,35.58000183105469,35.03150177001953,35.33150100708008,35336000
95,2016-05-19,35.11800003051758,35.29999923706055,34.84000015258789,35.01599884033203,33404000
96,2016-05-20,35.08100128173828,35.729000091552734,35.0260009765625,35.48699951171875,36568000
97,2016-05-23,35.326499938964844,35.57389831542969,35.20899963378906,35.21200180053711,26614000
98,2016-05-24,35.34299850463867,36.048500061035156,35.34299850463867,36.00450134277344,38590000
99,2016-05-25,36.03799819946289,36.3754997253418,35.98524856567383,36.26350021362305,32584000
100,2016-05-26,36.14350128173828,36.416500091552734,36.013999938964844,36.20600128173828,31526000
101,2016-05-27,36.20050048828125,36.696800231933594,36.20000076293945,36.632999420166016,39500000
102,2016-05-31,36.58700180053711,36.98649978637695,36.5629997253418,36.7859992980957,42590000
103,2016-06-01,36.72650146484375,36.86050033569336,36.53300094604492,36.70750045776367,25072000
104,2016-06-02,36.625,36.6510009765625,36.208499908447266,36.52000045776367,26836000
105,2016-06-03,36.4635009765625,36.4744987487793,36.02799987792969,36.117000579833984,24526000
106,2016-06-06,36.24549865722656,36.24549865722656,35.730499267578125,35.82749938964844,31306000
107,2016-06-07,35.992000579833984,36.0989990234375,35.82749938964844,35.83250045776367,26724000
108,2016-06-08,36.198001861572266,36.42850112915039,36.02899932861328,36.41400146484375,31674000
109,2016-06-09,36.14350128173828,36.47700119018555,36.116798400878906,36.42900085449219,19778000
110,2016-06-10,35.9734992980957,36.294498443603516,35.82149887084961,35.97050094604492,24328000
111,2016-06-13,35.82550048828125,36.27199935913086,35.82550048828125,35.917999267578125,25178000
112,2016-06-14,35.82400131225586,36.12350082397461,35.65599822998047,35.91350173950195,26122000
113,2016-06-15,35.95000076293945,36.14899826049805,35.865501403808594,35.94599914550781,24290000
114,2016-06-16,35.74549865722656,35.83250045776367,35.16299819946289,35.518001556396484,39650000
115,2016-06-17,35.432498931884766,35.441001892089844,34.42259979248047,34.58599853515625,68048000
116,2016-06-20,34.938499450683594,35.124000549316406,34.670501708984375,34.68550109863281,41650000
117,2016-06-21,34.91999816894531,35.13850021362305,34.60049819946289,34.797000885009766,29312000
118,2016-06-22,34.952999114990234,35.042999267578125,34.65409851074219,34.87300109863281,23686000
119,2016-06-23,34.872501373291016,35.09749984741211,34.349998474121094,35.09349822998047,43428000
120,2016-06-24,33.75849914550781,34.470001220703125,33.67250061035156,33.76100158691406,88980000
121,2016-06-27,33.54999923706055,33.6150016784668,33.16419982910156,33.41299819946289,52580000
122,2016-06-28,33.94850158691406,34.01649856567383,33.650001525878906,34.00199890136719,43476000
123,2016-06-29,34.150001525878906,34.3714485168457,34.070499420166016,34.205501556396484,38652000
124,2016-06-30,34.27349853515625,34.61600112915039,34.182498931884766,34.60499954223633,31954000
125,2016-07-01,34.61000061035156,35.032501220703125,34.60649871826172,34.96049880981445,26894000
126,2016-07-05,34.803001403808594,34.84700012207031,34.444000244140625,34.747501373291016,29252000
127,2016-07-06,34.499000549316406,35.08399963378906,34.454498291015625,34.88850021362305,28238000
128,2016-07-07,34.90399932861328,34.90999984741211,34.41075134277344,34.768001556396484,26084000
129,2016-07-08,34.974998474121094,35.285499572753906,34.82175064086914,35.28150177001953,31504000
130,2016-07-11,35.40250015258789,35.82550048828125,35.36199951171875,35.75450134277344,22236000
131,2016-07-12,35.95600128173828,36.14699935913086,35.795501708984375,36.03200149536133,26738000
132,2016-07-13,36.180999755859375,36.20000076293945,35.842498779296875,35.8489990234375,18718000
133,2016-07-14,36.07899856567383,36.11050033569336,35.9015007019043,36.04750061035156,19004000
134,2016-07-15,36.2864990234375,36.2869987487793,35.95275115966797,35.99250030517578,25586000
135,2016-07-18,36.135501861572266,36.80649948120117,36.05950164794922,36.68899917602539,25910000
136,2016-07-19,36.49449920654297,36.8494987487793,36.45000076293945,36.847999572753906,24550000
137,2016-07-20,36.86650085449219,37.10649871826172,36.85499954223633,37.05950164794922,25794000
138,2016-07-21,37.018001556396484,37.08449935913086,36.79154968261719,36.93149948120117,20526000
139,2016-07-22,37.09299850463867,37.1619987487793,36.827999114990234,37.137001037597656,25196000
140,2016-07-25,37.03350067138672,37.13050079345703,36.875,36.98849868774414,20648000
141,2016-07-26,36.95199966430664,37.08449935913086,36.7135009765625,36.92100143432617,23734000
142,2016-07-27,36.91400146484375,37.222999572753906,36.849998474121094,37.0885009765625,30250000
143,2016-07-28,37.35200119018555,37.432498931884766,36.96500015258789,37.295501708984375,70604000
144,2016-07-29,38.635501861572266,38.9275016784668,38.3385009765625,38.43949890136719,76830000
145,2016-08-01,38.054500579833984,39.02149963378906,38.054500579833984,38.64400100708008,54010000
146,2016-08-02,38.43450164794922,38.79199981689453,38.39250183105469,38.55350112915039,35690000
147,2016-08-03,38.35900115966797,38.660499572753906,38.340999603271484,38.659000396728516,25748000
148,2016-08-04,38.611000061035156,38.70349884033203,38.43975067138672,38.580501556396484,22806000
149,2016-08-05,38.68899917602539,39.152000427246094,38.617000579833984,39.111000061035156,36024000
150,2016-08-08,39.099998474121094,39.131500244140625,38.90454864501953,39.0880012512207,22158000
151,2016-08-09,39.05500030517578,39.446998596191406,39.028499603271484,39.2130012512207,26378000
152,2016-08-10,39.1875,39.340599060058594,39.13890075683594,39.23400115966797,15728000
153,2016-08-11,39.25,39.48749923706055,39.14849853515625,39.24250030517578,19502000
154,2016-08-12,39.07500076293945,39.16975021362305,39.02000045776367,39.1609992980957,14810000
155,2016-08-15,39.1875,39.3745002746582,39.00550079345703,39.12200164794922,18764000
156,2016-08-16,39.01499938964844,39.04899978637695,38.67219924926758,38.856998443603516,20560000
157,2016-08-17,38.86600112915039,39.04050064086914,38.67649841308594,38.99549865722656,18484000
158,2016-08-18,39.0004997253418,39.143001556396484,38.849998474121094,38.875,14388000
159,2016-08-19,38.75,38.85499954223633,38.65650177001953,38.770999908447266,17230000
160,2016-08-22,38.66350173950195,38.72700119018555,38.502498626708984,38.60749816894531,19028000
161,2016-08-23,38.77399826049805,38.821998596191406,38.58924865722656,38.604000091552734,18564000
